사용월,호선명,역ID,지하철역,승차승객수,하차승객수,작업일시
2023-03,8호선,2819,문정,603630,632984,2023-04-03 09:45:21
2023-03,8호선,2820,장지,537433,503965,2023-04-03 09:45:21
2023-03,8호선,2821,복정,298287,248778,2023-04-03 09:45:21
2023-03,8호선,2822,산성,167981,168429,2023-04-03 09:45:21
2023-03,8호선,2823,남한산성입구(성남법원.검찰청),456192,419085,2023-04-03 09:45:21
2023-03,8호선,2824,단대오거리,393047,371977,2023-04-03 09:45:21
2023-03,8호선,2825,신흥,160640,168228,2023-04-03 09:45:21
2023-03,8호선,2826,수진,170298,158604,2023-04-03 09:45:21
2023-03,8호선,2827,모란,161202,129777,2023-04-03 09:45:21
2023-03,8호선,2828,남위례,203684,210517,2023-04-03 09:45:21
2023-03,9호선,4101,개화,83850,54124,2023-04-03 09:45:21
2023-03,9호선,4102,김포공항,224108,318947,2023-04-03 09:45:21
2023-03,9호선,4103,공항시장,89122,95132,2023-04-03 09:45:21
2023-03,9호선,4104,신방화,211815,205791,2023-04-03 09:45:21
2023-03,9호선,4105,마곡나루(서울식물원),385111,377177,2023-04-03 09:45:21
2023-03,9호선,4106,양천향교,296480,301327,2023-04-03 09:45:21
2023-03,9호선,4107,가양,667313,647898,2023-04-03 09:45:21
2023-03,9호선,4108,증미,218333,206724,2023-04-03 09:45:21
2023-03,9호선,4109,등촌,348011,330212,2023-04-03 09:45:21
2023-03,9호선,4110,염창,540277,521469,2023-04-03 09:45:21
2023-03,9호선,4111,신목동,130789,113226,2023-04-03 09:45:21
2023-03,9호선,4112,선유도,253557,237852,2023-04-03 09:45:21
2023-03,9호선,4113,당산,586123,583872,2023-04-03 09:45:21
2023-03,9호선,4114,국회의사당,469943,487278,2023-04-03 09:45:21
2023-03,9호선,4115,여의도,822679,795952,2023-04-03 09:45:21
2023-03,9호선,4116,샛강,185262,185182,2023-04-03 09:45:21
2023-03,9호선,4117,노량진,789231,773903,2023-04-03 09:45:21
2023-03,9호선,4118,노들,146689,120697,2023-04-03 09:45:21
2023-03,9호선,4119,흑석(중앙대입구),315433,316792,2023-04-03 09:45:21
2023-03,9호선,4120,동작(현충원),60517,49537,2023-04-03 09:45:21
2023-03,9호선,4121,구반포,31396,32629,2023-04-03 09:45:21
2023-03,9호선,4122,신반포,117129,117091,2023-04-03 09:45:21
2023-03,9호선,4123,고속터미널,449236,608255,2023-04-03 09:45:21
2023-03,9호선,4124,사평,116049,112378,2023-04-03 09:45:21
2023-03,9호선,4125,신논현,935553,918197,2023-04-03 09:45:21
2023-03,공항철도 1호선,4201,서울역,381771,323652,2023-04-03 09:45:21
2023-03,공항철도 1호선,4202,공덕,78265,106892,2023-04-03 09:45:21
2023-03,공항철도 1호선,4203,홍대입구,422743,419690,2023-04-03 09:45:21
2023-03,공항철도 1호선,4204,디지털미디어시티,412906,384385,2023-04-03 09:45:21
2023-03,공항철도 1호선,4206,마곡나루(서울식물원),293899,285448,2023-04-03 09:45:21
2023-03,공항철도 1호선,4207,김포공항,328903,193065,2023-04-03 09:45:21
2023-03,공항철도 1호선,4208,계양,383485,354923,2023-04-03 09:45:21
2023-03,공항철도 1호선,4209,검암,199768,199383,2023-04-03 09:45:21
2023-03,공항철도 1호선,4210,청라국제도시,209218,199099,2023-04-03 09:45:21
2023-03,공항철도 1호선,4211,운서,265810,276724,2023-04-03 09:45:21
2023-03,공항철도 1호선,4212,공항화물청사,64434,67560,2023-04-03 09:45:21
2023-03,공항철도 1호선,4213,인천공항1터미널,389256,346498,2023-04-03 09:45:21
2023-03,공항철도 1호선,4215,인천공항2터미널,138281,116596,2023-04-03 09:45:21
2023-03,공항철도 1호선,4217,영종,118927,119175,2023-04-03 09:45:21
2023-03,9호선2~3단계,4126,언주,316309,322479,2023-04-03 09:45:21
2023-03,9호선2~3단계,4127,선정릉,288235,317983,2023-04-03 09:45:21
2023-03,9호선2~3단계,4128,삼성중앙,218207,224676,2023-04-03 09:45:21
2023-03,9호선2~3단계,4129,봉은사,596684,617562,2023-04-03 09:45:21
2023-03,9호선2~3단계,4130,종합운동장,143218,140282,2023-04-03 09:45:21
2023-03,9호선2~3단계,4131,삼전,222683,210721,2023-04-03 09:45:21
2023-03,9호선2~3단계,4132,석촌고분,206022,199745,2023-04-03 09:45:21
2023-03,9호선2~3단계,4133,석촌,284492,255729,2023-04-03 09:45:21
2023-03,9호선2~3단계,4134,송파나루,165156,175870,2023-04-03 09:45:21
2023-03,9호선2~3단계,4135,한성백제,84795,76332,2023-04-03 09:45:21
2023-03,9호선2~3단계,4136,올림픽공원(한국체대),282654,291602,2023-04-03 09:45:21
2023-03,9호선2~3단계,4137,둔촌오륜,36234,34849,2023-04-03 09:45:21
2023-03,9호선2~3단계,4138,중앙보훈병원,337912,297886,2023-04-03 09:45:21
2023-03,우이신설선,4701,북한산우이,104571,99658,2023-04-03 09:45:21
2023-03,우이신설선,4702,솔밭공원,82628,76750,2023-04-03 09:45:21
2023-03,우이신설선,4703,4.19민주묘지,125874,121383,2023-04-03 09:45:21
2023-03,우이신설선,4704,가오리,134018,130084,2023-04-03 09:45:21
2023-03,우이신설선,4705,화계,111013,104583,2023-04-03 09:45:21
2023-03,우이신설선,4706,삼양,62819,65727,2023-04-03 09:45:21
2023-03,우이신설선,4707,삼양사거리,79086,78269,2023-04-03 09:45:21
2023-03,우이신설선,4708,솔샘,182273,171344,2023-04-03 09:45:21
2023-03,우이신설선,4709,북한산보국문,210464,197135,2023-04-03 09:45:21
2023-03,우이신설선,4710,정릉,152654,138612,2023-04-03 09:45:21
2023-03,우이신설선,4711,성신여대입구(돈암),112562,126991,2023-04-03 09:45:21
2023-03,우이신설선,4712,보문,50190,50341,2023-04-03 09:45:21
2023-03,우이신설선,4713,신설동,70885,67307,2023-04-03 09:45:21
2023-03,신림선,4401,샛강,78929,94460,2023-04-03 09:45:21
2023-03,신림선,4402,대방,85213,64963,2023-04-03 09:45:21
2023-03,신림선,4403,서울지방병무청,87917,93672,2023-04-03 09:45:21
2023-03,신림선,4404,보라매,110155,99829,2023-04-03 09:45:21
2023-03,신림선,4405,보라매공원,61084,66376,2023-04-03 09:45:21
2023-03,신림선,4406,보라매병원,192980,200887,2023-04-03 09:45:21
2023-03,신림선,4407,당곡,132482,129853,2023-04-03 09:45:21
2023-03,신림선,4408,신림,51523,72998,2023-04-03 09:45:21
2023-03,신림선,4409,서원,102676,86925,2023-04-03 09:45:21
2023-03,신림선,4410,서울대벤처타운,275930,254653,2023-04-03 09:45:21
2023-03,신림선,4411,관악산(서울대),104376,110261,2023-04-03 09:45:21
